sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,90+,90+,90+,90+,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,85-89,90+,90+,90+,90+,90+
maritial_status,,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Bitlis,0.0,0,0,148,18815,0.0,10,0,2199,15206,0.0,34,6,8196,6283,0.0,50,13,9256,1526,0.0,44,7,9159,529,0.0,32,21,7389,192,27,38,5973,106,28,45,4507,74,0.0,20,67,3234,49,11,99,2267,34,7,162,1863,41,2,174,1206,7,5,255,893,16,3,125,303,6,0,73,118,3,1,11,23,2,0.0,0,1,1771,16045,0.0,17,18,6976,7533,0.0,52,47,10141,3618,0.0,55,101,8367,1392,0.0,44,160,7382,903,0.0,18,235,5388,640,0.0,23,327,4419,445,0.0,21,476,3897,455,0.0,16,594,3098,311,0.0,13,743,2090,298,0.0,10,826,1339,272,0.0,5,677,725,72,0.0,6,805,522,72,0.0,0,591,266,63,0.0,1,288,72,36,0.0,1,105,23,14
2008,Bolu,0.0,1,0,51,10027,0.0,19,2,1704,11625,0.0,168,5,7014,4308,0.0,274,9,8993,1234,0.0,276,12,9097,500,0.0,284,16,8355,270,246,47,8067,206,225,78,7487,152,0.0,149,102,6306,108,115,170,4771,106,78,264,4047,66,60,411,2910,39,54,723,2488,37,21,606,1061,11,6,224,200,2,4,82,35,1,0.0,5,0,554,8926,0.0,97,4,4563,6680,0.0,281,24,8654,2177,0.0,337,74,8943,879,0.0,359,188,8889,559,0.0,313,275,8135,368,0.0,281,525,7850,273,0.0,221,754,6908,231,0.0,171,1053,5633,174,0.0,86,1377,4231,134,0.0,87,1771,3409,126,0.0,54,1801,2115,29,0.0,63,2409,1642,42,0.0,46,1817,575,26,0.0,12,542,85,9,0.0,4,196,10,7
2008,Burdur,0.0,0,0,70,8931,0.0,26,2,1369,8086,0.0,148,2,5622,3439,0.0,281,7,7622,1095,0.0,321,13,8111,438,0.0,319,31,8329,209,318,26,8326,130,241,61,7563,94,0.0,151,84,6096,74,123,123,4686,38,73,200,3653,42,60,381,3427,22,75,514,2699,18,27,421,1154,1,7,160,254,2,3,79,53,1,0.0,10,1,946,7805,0.0,105,10,4514,4557,0.0,311,36,7205,1187,0.0,348,87,7730,488,0.0,409,178,7981,390,0.0,341,260,7795,320,0.0,356,509,7898,253,0.0,255,777,7146,196,0.0,182,956,5486,115,0.0,151,1329,4443,103,0.0,113,1666,3117,90,0.0,73,2103,2376,35,0.0,93,2490,1677,38,0.0,51,1847,560,18,0.0,11,567,69,8,0.0,7,275,16,6
2008,Bursa,0.0,3,1,445,100867,0.0,184,7,12413,82192,0.0,1284,34,67421,51485,0.0,2414,56,90890,16989,0.0,2930,133,92033,6565,0.0,2966,220,84820,3379,2728,391,77727,2143,2380,707,67851,1471,1.0,1547,1074,52610,881,1026,1412,36503,550,588,1954,26604,397,367,2774,18027,225,313,3706,12163,145,126,2579,4650,44,39,1102,1126,10,12,290,175,4,0.0,57,3,6002,90615,0.0,1004,61,48331,55868,1.0,2920,281,91202,23166,0.0,3879,732,91941,10213,0.0,4208,1395,87604,6308,1.0,3993,2650,78861,4187,0.0,3555,4637,70727,2765,1.0,2939,7269,58679,1916,0.0,1926,9420,43354,1231,0.0,1175,11583,29158,911,0.0,747,13321,19196,571,0.0,555,14050,11446,272,1.0,403,14774,6707,219,0.0,223,9785,2106,139,0.0,71,3391,319,52,0.0,20,1159,49,16
2008,Denizli,0.0,3,0,205,35615,0.0,103,5,5206,30297,0.0,762,18,25365,16271,0.0,1362,29,33095,4912,0.0,1440,45,32840,1853,0.0,1396,82,31719,912,1227,143,29018,597,916,207,24726,349,0.0,636,307,19768,236,385,395,14077,121,238,554,10551,88,187,816,8413,39,164,1235,6328,37,75,931,2399,13,24,382,610,5,11,178,146,1,0.0,33,1,3147,30927,0.0,577,28,19655,17220,0.0,1567,106,33193,5625,0.0,1834,280,33372,2099,0.0,1851,589,30909,1376,0.0,1706,1119,29168,1034,0.0,1488,1767,26683,732,0.0,1154,2460,21374,511,0.0,779,3313,16448,416,0.0,503,4325,12176,289,0.0,362,4917,8253,213,0.0,271,5841,5638,89,0.0,244,6733,3463,81,0.0,139,4424,1071,47,0.0,36,1411,139,13,0.0,12,647,29,11
2008,Diyarbakır,0.0,4,2,524,87031,0.0,31,9,8788,69745,0.0,193,25,36018,31938,0.0,358,52,44726,10680,0.0,453,70,41579,4119,0.0,442,102,33390,1774,384,136,25572,883,281,176,18999,532,0.0,209,258,14824,394,120,343,10638,293,84,525,8720,270,41,666,5693,94,35,849,4288,66,11,503,1631,26,5,196,487,7,1,70,137,5,0.0,5,6,5178,78047,0.0,152,65,26696,42614,0.0,435,250,45277,22717,0.0,569,404,41804,11000,0.0,623,751,35524,6701,0.0,577,1275,27366,4363,0.0,475,1679,21764,2818,0.0,307,2042,15514,2186,0.0,248,2759,13201,1853,0.0,178,3235,9490,1660,0.0,116,3564,6262,1482,0.0,73,3352,4043,593,0.0,49,3708,2748,527,0.0,23,2227,980,313,0.0,13,916,255,141,0.0,1,389,77,53
2008,Düzce,0.0,0,0,103,13749,0.0,29,1,1975,9840,0.0,155,4,8268,6125,0.0,281,4,11095,2351,0.0,323,20,11231,1083,0.0,394,29,10507,600,336,59,9921,431,322,123,8872,293,0.0,227,158,6603,160,151,196,4938,115,113,283,3652,59,65,366,2502,34,49,588,2053,27,25,404,731,10,5,121,148,3,1,52,34,0,0.0,4,0,1255,11949,0.0,158,13,6880,6065,0.0,307,62,11243,2816,0.0,423,124,11278,1403,0.0,450,250,10861,1008,0.0,439,401,9516,743,0.0,378,694,9116,570,0.0,302,1133,7454,454,0.0,203,1300,5386,270,0.0,149,1538,3804,221,0.0,98,1878,2720,155,0.0,68,1799,1709,71,0.0,60,2142,1126,67,1.0,35,1467,404,45,0.0,7,413,66,10,1.0,2,185,19,6
2008,Edirne,0.0,2,0,131,14061,0.0,55,3,2494,21216,0.0,233,5,7913,8103,1.0,448,11,11223,3193,0.0,529,15,11727,1696,0.0,632,41,13028,1240,661,100,13912,1036,521,209,13497,783,0.0,409,284,10827,478,212,321,7366,294,143,414,5203,191,87,656,4400,124,83,971,3117,81,39,729,1222,24,5,361,278,3,1,69,42,0,0.0,11,0,1078,12221,0.0,201,6,6149,8295,0.0,452,44,10852,2989,0.0,534,131,12121,1291,0.0,551,230,12234,923,0.0,606,519,13076,729,0.0,521,881,13515,578,0.0,446,1405,11905,395,0.0,289,1824,8782,240,0.0,167,2182,5946,168,0.0,117,2597,4016,124,0.0,76,3415,3199,58,0.0,68,3815,1860,34,0.0,36,2528,603,25,0.0,8,954,75,13,0.0,6,301,10,1
2008,Elazığ,0.0,1,0,94,25479,0.0,33,2,2926,25194,0.0,169,12,11669,11844,0.0,277,14,16186,4010,0.0,352,21,16827,1653,0.0,359,31,15717,855,320,49,13997,465,263,107,12561,268,0.0,179,138,9307,186,91,214,6879,124,70,412,5785,85,43,559,4416,51,25,861,3542,25,18,488,1221,10,6,224,340,5,1,71,54,2,0.0,13,0,1579,22943,0.0,167,22,9675,15354,0.0,460,81,16187,8023,0.0,560,167,16593,4730,0.0,573,319,16471,3511,0.0,562,551,14093,2375,0.0,452,851,13242,1496,0.0,339,1353,11045,941,0.0,239,1632,8068,579,0.0,135,2150,5995,406,0.0,94,2514,4339,333,0.0,64,2492,2677,109,0.0,37,2763,1869,109,0.0,28,2077,814,88,0.0,7,895,171,23,0.0,3,375,51,6
2008,Erzincan,0.0,1,1,41,8864,0.0,14,2,1162,11869,0.0,86,4,4635,4394,0.0,158,2,6701,1508,0.0,186,7,6858,644,0.0,217,23,6221,285,175,28,5406,182,144,47,4908,103,0.0,95,87,3967,87,66,106,3170,46,52,177,2453,32,33,248,1981,29,34,459,1907,17,10,331,755,7,4,99,162,0,0,19,20,1,0.0,5,0,606,7792,0.0,77,7,3927,4600,0.0,182,37,6531,1973,0.0,233,56,6329,964,0.0,249,156,6403,671,0.0,206,245,5624,507,0.0,171,325,4931,338,0.0,119,539,4286,284,0.0,86,659,3301,207,0.0,57,943,2797,179,0.0,43,1240,2197,117,0.0,28,1206,1258,38,0.0,27,1708,1056,47,0.0,18,1248,486,42,0.0,7,504,74,12,0.0,2,165,21,4
2008,Erzurum,0.0,0,0,215,38030,0.0,26,2,4233,39115,0.0,151,13,17569,16424,0.0,262,19,23728,4309,0.0,276,30,23594,1479,0.0,250,63,19787,657,217,98,16770,402,178,149,14154,244,0.0,121,218,11278,165,84,419,9435,160,76,624,7391,104,42,800,5123,41,32,1219,4599,35,9,752,1435,11,4,295,363,2,1,43,48,2,0.0,12,0,2689,33405,0.0,126,38,15521,21614,0.0,347,134,24742,8764,0.0,382,273,22440,3854,0.0,398,479,20923,2910,1.0,333,726,16955,1982,0.0,274,1140,15115,1340,0.0,196,1764,12776,1110,0.0,140,2293,9643,748,0.0,114,3123,7909,670,0.0,78,3675,5652,562,0.0,44,3085,3067,144,0.0,35,3897,2356,154,0.0,23,2326,823,85,0.0,7,778,157,30,0.0,6,356,33,8
2008,Eskişehir,0.0,4,0,108,28700,0.0,82,2,3017,33039,0.0,520,12,16131,16616,0.0,933,22,22685,5414,0.0,1190,32,24568,2205,0.0,1213,70,24445,1244,1205,127,24679,861,973,195,21324,502,0.0,670,314,17396,345,394,471,12966,232,260,769,9845,136,151,1005,6956,84,120,1325,4764,47,76,1055,1961,26,8,368,350,4,4,103,86,1,0.0,18,1,1496,26122,0.0,407,20,11249,23101,0.0,1154,76,22458,7812,0.0,1455,194,24881,3138,0.0,1612,461,24955,1865,0.0,1655,914,24181,1354,0.0,1439,1618,23231,1056,0.0,1046,2410,18587,726,0.0,684,3264,14479,546,0.0,429,4158,10568,404,0.0,290,5157,7283,265,0.0,205,5289,4447,91,0.0,157,5710,2429,78,0.0,81,3681,769,52,0.0,19,1119,94,12,0.0,16,411,13,4
2008,Gaziantep,0.0,9,1,500,78908,0.0,106,4,13406,54926,0.0,529,18,50116,22916,0.0,873,39,58082,6006,0.0,990,45,51604,2085,0.0,998,88,42851,950,955,113,34696,572,771,197,26465,452,0.0,613,282,21490,291,409,444,15686,220,213,655,10931,145,109,755,6725,50,93,1075,4996,42,45,739,1873,21,12,244,408,6,6,101,144,3,1.0,41,4,8609,66637,0.0,633,93,41736,30815,0.0,1429,249,57308,13979,0.0,1780,494,53161,7263,0.0,1878,867,45436,4360,0.0,1636,1466,36686,2655,0.0,1456,2127,30366,1826,0.0,1057,2745,22066,1482,0.0,817,3719,17489,1168,0.0,513,4431,12458,868,0.0,356,5174,8117,744,0.0,227,5040,4818,335,0.0,141,4808,2547,300,0.0,75,3282,1044,223,0.0,33,1357,289,90,0.0,18,693,102,53
2008,Giresun,0.0,1,0,59,18849,0.0,36,2,1633,14892,0.0,199,4,7374,7995,0.0,398,10,10813,3092,0.0,499,33,12226,1459,0.0,579,50,13155,887,585,73,12893,579,463,134,12352,326,0.0,283,159,9372,196,173,225,6697,103,133,436,6385,93,103,673,5855,71,91,1239,5099,53,27,673,1485,10,3,137,187,4,1,86,46,15,0.0,11,2,1180,17153,0.0,145,17,6675,9172,0.0,392,70,11184,3308,0.0,445,133,11772,1525,0.0,505,259,12217,1229,0.0,542,510,12019,924,0.0,481,844,11542,648,0.0,350,1315,10866,582,0.0,217,1523,7885,375,0.0,147,2224,6339,300,0.0,137,2880,5353,252,0.0,128,3393,4164,166,0.0,131,4416,3086,204,0.0,72,3207,1170,167,0.0,19,877,133,51,0.0,13,439,29,45
2008,Gümüşhane,0.0,0,0,13,6285,0.0,6,2,633,5381,0.0,48,1,2836,2503,0.0,75,1,3902,856,0.0,102,10,3936,356,0.0,116,13,4147,163,79,17,3718,92,58,23,3098,56,0.0,30,38,2355,46,25,51,1695,37,19,127,1791,19,22,164,1412,17,20,330,1418,11,5,191,450,4,0,56,61,2,0,12,5,0,0.0,4,1,418,5734,0.0,39,3,2463,2977,0.0,90,15,3797,1142,0.0,114,43,3669,550,0.0,112,73,3841,383,0.0,100,135,3555,277,0.0,78,193,3162,212,0.0,71,294,2732,223,0.0,35,390,2053,142,0.0,33,546,1729,116,0.0,24,754,1483,128,0.0,15,719,1018,31,0.0,16,1006,893,53,0.0,10,840,435,30,0.0,1,297,83,14,0.0,1,124,19,2
2008,Hakkari,0.0,1,0,144,15039,0.0,18,1,2359,22098,0.0,35,9,6999,6661,0.0,56,4,7380,1608,0.0,35,11,6135,474,0.0,19,18,4703,140,6,25,3863,80,6,32,2575,44,0.0,3,32,1804,30,5,58,1270,26,4,71,1072,29,3,88,603,19,3,99,424,5,2,58,183,10,0,30,60,6,1,12,26,1,0.0,0,1,776,13309,0.0,6,12,4095,7019,0.0,36,65,8059,4199,0.0,36,114,6500,1532,0.0,23,129,4667,734,0.0,13,209,3790,555,0.0,12,296,3085,388,0.0,14,344,2335,333,0.0,13,401,1755,236,0.0,7,416,1043,190,0.0,5,398,612,154,0.0,1,416,385,66,0.0,3,420,321,68,0.0,1,382,168,55,0.0,0,132,48,19,0.0,2,63,19,9
2008,Hatay,0.0,3,1,218,64130,0.0,92,2,6875,56390,0.0,510,11,30793,29848,0.0,930,36,43431,9954,0.0,1022,32,46187,3549,0.0,1123,67,44025,1691,1141,117,37902,977,872,167,30893,573,0.0,590,266,23051,309,355,362,15609,202,196,440,9705,139,159,948,10142,67,123,1400,6979,62,49,939,2376,20,19,381,573,4,7,197,207,4,0.0,46,5,7004,54396,0.0,579,73,31240,28616,0.0,1283,205,45309,14993,0.0,1671,482,44525,9290,0.0,1678,831,42453,7754,0.0,1775,1416,37045,5829,0.0,1612,2195,32417,3988,0.0,1222,3261,25925,2385,0.0,831,3761,18241,1446,0.0,517,4308,12439,994,0.0,318,4186,7102,627,0.0,265,5462,5848,353,0.0,184,5486,3538,303,0.0,89,3364,1141,154,0.0,37,1854,305,69,0.0,12,703,60,28
2008,Isparta,0.0,0,0,124,16178,0.0,48,0,2748,19081,0.0,252,6,10340,6719,0.0,411,10,13231,1710,0.0,443,16,13137,701,0.0,397,31,12722,389,360,56,12858,231,309,96,11497,153,0.0,200,120,9765,103,145,175,6766,64,101,292,5291,50,89,398,3888,19,84,883,3810,32,46,613,1426,6,10,215,301,3,2,116,58,1,0.0,12,2,1208,14301,0.0,208,17,7549,10677,0.0,471,51,12819,2941,0.0,559,129,13123,1160,0.0,646,222,13005,830,0.0,529,425,12327,587,0.0,497,707,12330,398,0.0,348,1116,10949,252,0.0,261,1414,8448,161,0.0,168,1850,5978,135,0.0,124,2231,4243,94,0.0,101,2467,2834,58,0.0,109,3431,2230,62,0.0,53,2347,784,38,0.0,17,698,89,13,0.0,2,305,18,3
2008,Iğdır,0.0,0,0,49,9931,0.0,12,0,1005,10132,0.0,71,2,4000,4581,0.0,119,6,5274,1422,0.0,142,9,5152,543,0.0,117,11,4278,190,116,23,3717,125,88,37,3234,67,0.0,65,29,2337,51,31,40,1859,30,17,76,1090,24,14,113,981,6,15,136,760,3,4,90,286,2,3,42,144,1,0,9,14,1,0.0,8,1,692,8655,0.0,50,11,3601,4410,0.0,103,19,5568,1979,0.0,150,48,4968,971,0.0,149,115,4319,656,0.0,134,171,3657,445,0.0,114,243,3138,329,0.0,89,367,2710,338,0.0,73,461,2090,212,0.0,38,559,1379,178,0.0,21,560,722,132,0.0,17,628,555,48,0.0,21,664,404,44,0.0,3,439,136,20,0.0,3,200,33,14,0.0,1,81,13,5
2008,Kahramanmaraş,0.0,1,0,327,49393,0.0,91,0,8458,36554,0.0,407,16,30819,16884,0.0,660,15,35536,4826,0.0,690,31,33136,1895,0.0,637,44,28028,980,610,64,24729,626,426,117,20401,423,0.0,312,169,15697,279,193,342,12464,206,153,515,9612,146,110,686,6134,59,113,1088,5336,46,50,828,1995,20,18,301,446,6,1,94,120,2,0.0,36,5,6476,40819,0.0,458,54,26979,18852,0.0,976,155,36323,8332,0.0,1068,315,32855,4294,0.0,1006,546,30477,3022,0.0,913,864,24401,2006,0.0,735,1221,21043,1363,0.0,483,1611,16886,1262,0.0,386,2119,13554,966,0.0,243,2833,10039,806,0.0,200,3346,7168,658,0.0,148,3557,4388,275,0.0,107,3617,2583,195,0.0,65,2867,1156,114,0.0,18,1299,255,75,0.0,7,635,101,34
2008,Karabük,0.0,1,0,53,8543,0.0,35,0,1052,7130,0.0,118,1,4515,3785,0.0,209,9,6390,1256,0.0,261,10,7327,523,0.0,290,23,6921,280,249,28,6756,183,200,67,6497,132,0.0,155,101,5692,70,99,167,4295,55,62,289,3302,39,35,385,2285,27,33,683,1889,20,11,371,657,7,8,127,118,0,1,47,23,0,0.0,9,1,458,7802,0.0,111,7,3312,4530,0.0,250,34,6226,1847,0.0,310,70,6998,925,0.0,294,174,7185,701,0.0,341,263,6757,523,0.0,255,441,6681,308,0.0,191,674,6046,223,0.0,133,944,4794,156,0.0,80,1206,3641,98,0.0,48,1550,2607,112,0.0,43,1503,1632,25,0.0,37,1948,1259,31,0.0,12,1258,422,26,0.0,7,364,68,10,0.0,1,142,15,1
2008,Karaman,0.0,0,0,59,10075,0.0,22,1,1754,7796,0.0,137,4,6208,3325,0.0,211,7,7524,913,0.0,215,9,7908,369,0.0,171,18,7117,199,153,26,6291,141,121,46,5265,97,0.0,92,53,4342,74,63,64,3192,41,46,142,2647,36,27,223,2140,19,31,360,1828,13,27,309,772,6,3,114,149,1,2,60,46,0,0.0,6,0,1035,8757,0.0,132,14,5305,4675,0.0,267,42,7505,1374,0.0,402,89,7561,684,1.0,334,180,7392,501,0.0,305,260,6721,398,0.0,255,373,5743,282,0.0,196,544,4810,211,0.0,138,753,3736,141,0.0,92,912,2905,115,0.0,53,1134,2096,82,0.0,58,1304,1442,57,0.0,64,1537,981,49,0.0,34,1136,327,28,0.0,11,319,57,4,0.0,3,144,11,3
2008,Kars,0.0,0,0,72,16043,0.0,19,2,1722,20230,0.0,54,6,7056,7664,0.0,106,15,9501,2167,0.0,131,25,9370,809,0.0,113,24,7932,363,91,31,6767,257,85,68,5609,159,0.0,50,89,3961,114,38,164,3980,101,31,204,2577,65,15,211,1823,25,12,446,1734,16,5,236,580,4,1,168,264,0,0,42,36,1,0.0,3,1,1512,13207,0.0,53,16,6873,6578,0.0,131,56,10156,2878,0.0,131,90,8776,1288,0.0,113,174,7976,946,0.0,102,281,6432,772,0.0,98,449,5719,646,0.0,66,624,4637,556,0.0,46,760,3417,487,0.0,46,1179,3146,509,0.0,33,1260,1923,307,0.0,12,1111,1180,88,0.0,15,1430,878,79,0.0,9,801,284,45,0.0,3,345,61,19,0.0,0,132,19,4
2008,Kastamonu,0.0,2,0,157,13898,0.0,24,2,2516,11025,0.0,192,7,8712,4986,0.0,290,8,10378,1693,0.0,388,22,10142,787,0.0,388,44,10153,514,369,72,10574,408,352,142,10426,297,0.0,219,226,9193,239,195,404,7624,167,171,810,6692,147,115,977,4613,82,121,1603,4244,64,57,1021,1484,20,19,304,270,4,6,104,52,1,0.0,6,2,1033,12549,0.0,121,21,6485,7320,0.0,291,59,10443,2808,0.0,377,116,10235,1231,0.0,419,245,10053,875,0.0,326,422,9585,713,0.0,318,707,10062,617,0.0,257,1065,9681,541,0.0,215,1556,8478,384,0.0,188,2187,6919,309,0.0,187,3149,5958,249,0.0,127,3023,3600,134,0.0,126,4164,2982,150,0.0,67,2867,1061,84,0.0,25,839,162,22,0.0,13,274,27,10
2008,Kayseri,0.0,4,0,304,51782,0.0,122,6,8402,44837,0.0,651,22,36535,18635,0.0,985,19,43006,4641,0.0,985,37,40853,1585,0.0,937,67,36987,835,824,113,32880,557,649,219,28336,379,0.0,414,307,22014,263,272,457,15328,153,165,699,11423,118,99,788,7325,56,112,1487,6876,44,46,931,2040,7,8,311,392,4,2,113,88,3,0.0,50,3,6263,43603,0.0,655,53,29047,21558,0.0,1368,190,43193,8467,0.0,1686,376,40987,3788,0.0,1545,718,38222,2628,0.0,1358,1346,33585,1805,0.0,1173,2062,29716,1292,0.0,845,2912,23715,947,0.0,573,3693,17764,687,0.0,362,4791,13482,544,0.0,257,5554,8617,363,0.0,144,5486,5130,155,0.0,132,6101,3242,145,0.0,59,3889,1035,98,0.0,19,1371,184,25,0.0,5,546,45,15
2008,Kilis,0.0,0,0,44,6084,0.0,3,0,894,4145,0.0,41,1,3220,1535,0.0,46,0,3529,360,0.0,65,5,3727,150,0.0,75,8,3344,87,64,10,2844,66,62,18,2168,39,0.0,58,20,1907,33,29,62,1505,34,19,58,1192,22,13,113,862,10,15,173,715,11,5,118,306,4,3,55,60,0,1,13,10,2,0.0,4,0,661,5091,0.0,45,8,2819,2436,0.0,75,38,3822,908,0.0,109,40,3572,569,0.0,110,90,3307,359,0.0,113,141,2950,265,0.0,114,201,2469,178,0.0,71,247,1843,136,0.0,51,345,1658,133,0.0,44,490,1341,107,0.0,34,547,909,84,0.0,27,582,576,49,0.0,23,632,359,43,0.0,16,477,151,33,0.0,6,218,38,17,0.0,1,117,8,5
2008,Kocaeli,0.0,4,0,286,61960,0.0,123,6,8061,58353,0.0,779,19,43847,34219,0.0,1452,40,58483,11074,0.0,1659,60,55201,4055,0.0,1491,116,48921,1812,1418,239,42996,1200,1156,400,36926,763,0.0,790,547,27699,495,505,697,19273,311,289,1000,12850,202,187,1200,8114,105,113,1618,5798,72,55,1150,2105,30,14,393,484,5,3,113,76,2,0.0,32,2,4280,54816,0.0,618,48,31414,33988,0.0,1666,202,58618,14927,0.0,2186,458,56153,6802,1.0,2252,882,50696,4207,0.0,1962,1564,44055,2764,0.0,1777,2701,38773,1790,0.0,1376,3992,31842,1296,0.0,935,4999,21783,931,0.0,619,5688,14300,674,0.0,391,6163,8818,508,0.0,245,5732,4921,154,0.0,181,6210,3052,174,0.0,106,4134,1056,100,0.0,39,1427,197,34,0.0,14,538,34,14
2008,Konya,0.0,6,0,808,87313,0.0,215,7,18595,68075,0.0,1027,29,59866,23386,0.0,1562,40,65701,6024,0.0,1686,82,64153,2431,0.0,1545,99,59897,1355,1350,186,54469,855,1017,369,46068,565,0.0,695,527,37497,357,407,795,27426,194,296,1173,19745,168,194,1740,14581,86,211,2671,11299,60,103,2002,4193,22,25,700,813,9,8,253,181,1,0.0,40,6,8494,77224,1.0,982,88,47252,43071,0.0,2446,307,66793,13561,0.0,3054,595,64107,6139,0.0,2938,1222,61882,4605,0.0,2634,2092,56369,3425,0.0,2145,3310,50922,2402,0.0,1513,4808,42129,1762,0.0,1019,6364,33267,1024,0.0,623,8160,24099,782,0.0,452,9412,15565,613,0.0,338,9711,9759,265,0.0,231,10777,6017,204,0.0,163,7453,2140,136,0.0,33,2398,329,34,0.0,19,980,78,24
2008,Kütahya,0.0,1,0,153,21948,0.0,52,3,4798,20365,0.0,322,10,16104,7277,0.0,520,22,19124,1882,0.0,591,24,18851,719,0.0,580,56,18159,382,511,93,18938,301,408,159,16784,204,0.0,282,273,14065,152,208,383,9685,104,126,739,8042,89,107,918,5695,38,101,1505,4581,30,44,1041,1711,9,19,400,323,1,1,83,37,1,0.0,16,3,2046,19655,0.0,286,28,12788,12086,0.0,589,90,19140,2954,0.0,739,206,19589,1241,0.0,762,367,19059,812,0.0,626,724,18082,523,0.0,559,1277,18352,392,0.0,415,1735,15013,282,0.0,274,2591,11908,213,0.0,205,3228,8580,166,0.0,143,4150,6104,124,0.0,113,4298,3816,37,0.0,80,4771,2507,48,0.0,55,2878,670,36,0.0,15,924,67,9,0.0,8,280,6,2
2008,Kırklareli,0.0,3,0,80,12575,0.0,50,0,1877,18188,0.0,254,4,7059,7587,0.0,380,13,9988,2902,0.0,490,24,10717,1493,0.0,537,42,11143,1031,508,68,11263,719,475,144,11060,553,0.0,322,203,8528,390,185,248,5902,237,121,363,4419,153,101,511,3667,106,54,798,2679,70,29,699,1117,22,6,280,261,3,0,84,46,0,0.0,9,0,696,11095,0.0,172,9,5023,5986,0.0,450,44,9932,2578,0.0,519,94,10858,1130,0.0,488,214,10863,752,0.0,438,350,10920,575,0.0,454,692,10669,472,0.0,369,1122,9744,330,0.0,243,1459,6922,191,0.0,165,1793,4801,125,0.0,76,2218,3457,88,0.0,79,2810,2671,46,0.0,48,3125,1606,38,0.0,27,2295,557,8,0.0,12,837,95,5,0.0,4,263,17,0
