sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Bursa,96396,104409,101934,95575,120883,110849,102087,91856,83483,72750,56344,99217,39607,29647,21495,16394,7439,2299,487,91198,98763,97311,106142,118370,107303,100043,90239,82215,71191,56152,92800,42982,33979,26469,22201,12332,3859,1263
2008,Denizli,34630,37969,35839,35635,42437,39405,36188,34124,30995,26211,20948,35987,14983,11439,9457,7765,3418,1021,336,32624,36090,34127,37502,40528,37605,34748,33048,30693,25509,20963,34224,17299,13748,11839,10522,5681,1599,700
2008,Diyarbakır,92890,95171,87561,78574,68175,55818,46221,35710,26977,19989,15686,98921,11394,9599,6494,5238,2171,695,213,87305,90275,83236,69536,68694,53784,43601,33585,26737,20050,18061,93998,14563,11424,8062,7032,3543,1325,520
2008,Düzce,12849,14387,13854,11847,14552,13732,12661,11530,10747,9610,7148,14012,5401,4108,2967,2717,1170,277,87,12446,13746,13210,13126,14439,13250,12585,11105,10768,9349,7159,13504,5712,4851,3647,3396,1952,497,213
2008,Edirne,10441,13452,14206,23815,16283,14890,13977,14951,15717,15020,12006,11508,8197,5953,5270,4254,2015,647,112,9966,12554,13325,14700,14390,14107,13969,14947,15514,14167,11151,10717,8466,6859,6753,5780,3194,1053,318
2008,Elazığ,22950,26550,25574,28155,23695,20487,18853,16962,14831,13199,9810,24642,7308,6352,5069,4453,1737,575,128,21471,25363,24536,25220,24756,22054,20880,17584,16041,13678,10519,23505,8687,7280,5342,4778,3007,1096,435
2008,Erzincan,7760,9477,8908,13048,9120,8370,7695,6746,5791,5202,4236,8843,3388,2714,2291,2418,1103,265,40,7415,9279,8403,8616,8725,7588,7481,6586,5769,5230,4254,8360,3976,3597,2530,2838,1794,597,192
2008,Erzurum,38641,42597,38246,43380,34159,28321,25382,20759,17489,14726,11782,42952,10100,8197,6007,5885,2207,664,94,36686,40557,36108,37310,34001,26958,24720,19998,17878,15850,12828,41282,11820,9968,6341,6442,3257,972,403
2008,Eskişehir,22357,27130,28830,36232,33330,29079,28009,26982,26879,23004,18730,24342,14069,11016,8197,6257,3119,730,194,21297,25698,27650,34842,31550,29684,28919,28132,27357,22780,18978,23123,15564,12998,10034,8376,4583,1244,444
2008,Gaziantep,100970,91968,79429,68452,73589,65012,54732,44896,36345,27888,22678,98651,16761,11947,7641,6206,2678,670,255,96727,86959,75300,73323,73010,62731,52560,42464,35782,27357,23198,93900,18274,14392,10420,7797,4624,1771,866
2008,Giresun,13182,18217,18910,16567,15574,14315,14219,14675,14131,13276,10010,15878,7199,7047,6702,6482,2195,331,148,12527,17489,18349,16016,14963,13881,14219,14003,13516,13116,10003,15080,9011,8622,7854,7837,4616,1080,526
2008,Gümüşhane,4936,6250,6298,6022,5388,4834,4404,4439,3906,3235,2469,5624,1808,1956,1615,1779,650,119,17,4659,6213,6157,5482,5044,4376,4409,4068,3646,3320,2621,5203,2424,2389,1783,1968,1315,395,146
2008,Hakkari,16666,17167,15184,24476,13705,9049,6655,4881,3974,2657,1869,18043,1359,1176,713,531,253,96,40,16048,16389,14086,11133,12360,8183,5554,4567,3781,3026,2405,17161,1656,1169,868,812,606,199,93
2008,Hatay,72516,72411,64447,63412,61224,54432,50860,46948,40174,32526,24246,73665,16542,10495,11331,8569,3387,978,416,69422,68769,61549,60664,61917,56070,52780,46106,40252,32830,24316,70241,18275,12242,11937,9517,4751,2267,803
2008,Isparta,14346,15585,16303,21883,17325,15372,14302,13544,13509,12059,10189,14776,7150,5735,4395,4810,2091,529,177,13374,14751,15526,18455,16293,14982,14708,13879,13937,12670,10286,14033,8136,6693,5460,5833,3222,817,328
2008,Iğdır,9594,11359,9987,11158,8666,6832,5854,4606,3992,3434,2489,11431,1961,1208,1114,914,382,190,24,8844,10977,9364,8089,7699,6163,5260,4420,3845,3515,2843,10888,2157,1436,1249,1133,598,250,100
2008,Kahramanmaraş,56147,54272,49721,45105,48131,41039,35757,29690,26029,21370,16457,56922,13206,10426,6991,6583,2894,771,217,52523,51576,47339,46352,45805,38541,35059,28185,24362,20245,17030,53759,13921,11372,8371,6503,4202,1648,777
2008,Karabük,6929,8272,8597,8217,8419,7865,8121,7514,7216,6896,6018,7708,4617,3692,2732,2625,1046,253,71,6432,7738,8271,7962,8361,8307,8355,7887,7685,7135,6028,7133,5025,4317,3203,3275,1718,449,159
2008,Karaman,9640,11199,10137,9576,9674,8662,8511,7515,6615,5531,4564,10245,3360,2871,2409,2232,1114,267,108,9096,10676,9807,10130,9193,8744,8421,7689,6658,5762,4768,10012,4025,3365,2861,2631,1525,391,161
2008,Kars,15562,17198,16115,21975,14780,11789,10335,8432,7147,5922,4215,17428,4283,2878,2074,2208,825,433,79,14963,16217,14723,13523,13223,10293,9216,7595,6916,5887,4712,16264,4880,3523,2391,2402,1139,428,155
2008,Kastamonu,11319,13151,14061,13569,13899,12375,11345,11102,11428,11222,9879,12110,8391,7820,5787,6032,2582,597,163,10703,12603,13596,13959,13609,11967,11597,11055,11708,11548,10636,11705,9604,9544,6884,7423,4079,1048,324
2008,Kayseri,55749,55511,52107,53402,55887,48678,43483,38840,34390,29594,23005,55268,16212,12408,8270,8520,3024,715,212,53149,53507,49936,51349,53279,46865,43140,38113,34259,28431,22724,52548,19185,14792,10918,9621,5083,1599,613
2008,Kilis,6801,6507,6128,5042,4797,3935,3948,3514,2985,2287,2018,6414,1630,1291,998,914,433,118,27,6319,6406,5758,5323,4858,4293,3870,3470,2962,2297,2187,6526,1983,1574,1234,1057,677,279,131
2008,Kocaeli,63148,64406,62293,66604,78929,71111,61017,52399,45897,39287,29553,64612,20803,14356,9620,7613,3352,897,195,59737,60723,59183,66156,75563,65712,58124,50435,45101,38553,28671,60707,21309,15888,11065,9630,5403,1703,603
2008,Konya,89056,95203,88167,86996,84391,73372,68384,62921,56883,48038,39090,92834,28827,21383,16602,14242,6320,1547,444,84622,90993,85801,91480,83182,73972,70687,64574,58815,50225,41692,88312,33672,26045,20078,17229,9893,2794,1102
2008,Kütahya,18810,21261,22108,25218,23716,21550,20188,19181,19845,17555,14772,20145,10380,8996,6758,6217,2805,743,122,17702,20209,21726,25191,22786,21783,21008,19959,20586,17446,14989,18805,12179,10522,8265,7408,3639,1015,296
2008,Kırklareli,8982,11918,12679,20130,14919,13297,12741,12769,12575,12242,9454,10200,6578,5060,4390,3601,1868,550,130,8466,11177,11825,11235,13050,12625,12346,12310,12307,11587,8829,9812,6891,5846,5611,4819,2889,950,284
2008,Kırıkkale,9781,12598,13148,13073,11227,9310,9850,10370,9513,7813,6614,11449,5002,3823,2486,2525,1007,250,70,9336,11948,12364,11899,10253,9650,10456,10037,9209,7966,7062,10788,5716,4487,3371,2764,1471,476,163
2008,Kırşehir,7764,9957,10000,9425,9210,7988,7971,8347,7413,6472,4937,8903,3546,2817,2225,2054,950,284,75,7531,9418,9653,9391,8166,8032,8114,8161,7517,6696,5247,8532,4574,3850,3001,2420,1447,454,193
2008,Malatya,31763,35754,33991,34598,31924,29038,25745,23140,20726,17800,13686,33957,10453,8634,6412,6059,2286,546,247,30408,33921,32858,32995,32400,28763,26425,22645,20029,17083,14684,32053,12389,10374,7826,6016,3917,1495,749
2008,Manisa,47986,54313,54259,50075,56643,51832,48955,47903,46930,40807,32358,50008,23419,17948,14081,11366,5154,1670,344,45317,51863,51485,53315,54627,50528,49365,47431,45902,39987,32268,47050,25624,20523,17635,15139,8816,2918,906
2008,Mardin,47856,49822,43851,39810,32124,25628,22276,16989,12240,9245,7203,50792,5682,5186,4055,3671,1365,472,184,45987,48088,41758,34094,32301,26067,21865,15612,12467,9944,8974,49368,7428,6231,4617,3960,2164,887,434
2008,Mersin,65961,76764,73776,60766,68223,63623,60879,57269,51265,43326,33035,71554,24368,17688,12579,9945,4370,1161,359,62440,73264,71027,67184,68799,64788,62689,57619,51795,43245,33505,67732,26071,19590,14429,11986,6784,2139,911
2008,Muğla,27433,30112,28965,32231,35769,35541,34497,32233,29389,24658,19048,28296,14382,11602,8925,7360,3433,890,315,25952,28066,27098,29373,33139,33197,31730,29660,26950,22779,18441,26664,14622,12221,9586,9069,5416,1600,782
2008,Muş,26699,28445,25518,20072,17155,12927,11116,8919,7161,5839,4098,30307,3037,2283,1504,1334,565,256,35,24945,26457,23642,18097,16762,12096,9643,7414,6503,5916,4887,29119,3580,2957,1772,1663,1038,399,149
2008,Nevşehir,11469,12965,11901,10722,11823,10965,10448,9709,8667,7173,6036,12297,4550,3471,2780,2519,1142,307,81,11065,12383,11578,11341,11499,10535,10372,9792,8624,7335,6367,12000,5697,4586,3796,3076,1792,607,229
2008,Niğde,16109,16850,15885,15191,14703,12737,12124,10750,9183,7284,6157,16668,4966,3945,2889,2548,1039,271,78,15014,16170,15325,14570,13891,12241,12072,10431,9176,7491,6493,15981,5813,4948,3808,2950,1818,629,249
2008,Ordu,25909,33296,31790,26158,28881,26330,25948,25145,22381,19925,16765,30240,13440,11337,8842,8778,2907,568,270,24335,32182,30945,26517,28004,25554,25391,23739,21704,20571,17105,28934,15188,13084,9867,9511,5515,1538,684
2008,Osmaniye,23339,24186,22540,18696,19734,16813,16512,14785,13294,11407,9099,23868,6239,4462,2927,2690,1166,276,85,21934,22985,21590,19740,19465,17239,17139,14500,13014,11191,9069,22800,7088,5265,3575,3113,1919,651,309
2008,Rize,11346,13821,13964,11963,12724,12545,13084,12373,10903,9061,6588,12658,5171,4313,3317,2757,762,216,84,10784,13408,13534,12577,12905,12107,12747,11659,10135,8935,6501,12185,6101,5758,4333,4293,2346,952,500
2008,Sakarya,33395,37518,35422,34238,38914,35772,32510,29488,27356,24328,19141,36638,13690,10297,7418,6378,2941,688,234,31598,35352,34317,35876,37767,34510,32112,29025,26935,23729,18466,34704,14577,12044,9079,8159,4771,1384,521
2008,Samsun,45781,57831,56271,45673,48774,44911,43570,42674,40263,34888,28462,52768,21360,17067,11760,11024,3377,772,275,43360,56206,54344,51230,50373,46145,45440,43481,40441,34716,28794,50383,23493,19766,14106,13906,7114,2022,856
2008,Siirt,21372,20848,17251,19313,12577,9341,8064,6114,4690,3793,2894,22479,2085,1752,1375,1189,453,104,53,20243,19607,15913,12580,12316,8719,6982,5684,4452,3879,3486,20936,2704,2304,1437,1399,902,349,180
2008,Sinop,6333,7972,8689,7521,7019,6248,5986,6088,6055,5842,5665,7100,4770,4353,3448,3510,1773,484,105,5817,7727,8642,7502,6925,6085,6319,6175,6372,5870,5697,6788,5422,5220,4233,3832,2241,686,277
2008,Sivas,26216,29656,29293,30438,27485,23443,20869,19019,17266,15573,13002,28059,10701,9119,6303,7373,2408,490,135,24866,28500,28335,28403,25593,22626,21047,18710,17351,15423,13545,26903,12335,10525,7304,7284,3911,1166,437
2008,Tekirdağ,28153,29983,30194,41189,41171,36162,32537,29131,26254,22412,17382,28598,11985,8353,6674,5203,2558,809,150,26347,28211,27332,31329,36622,32518,30066,27143,25090,21900,16753,26516,12133,9487,8068,6981,3768,1212,398
2008,Tokat,23092,29159,28497,25772,23560,21579,20783,19724,18261,16924,14246,26902,11747,9897,7873,6041,2156,442,102,22125,27914,27530,25718,23640,21755,20953,19365,18799,17504,15368,25433,13793,10455,8236,6974,3506,995,338
2008,Trabzon,26400,31926,33248,34910,32060,28121,26841,25695,24130,21267,16317,29303,11252,10158,7713,7573,2667,460,176,25173,31023,31835,33469,30417,27168,26839,25906,24439,22073,15897,28054,13706,13110,8954,10551,6981,2270,900
2008,Tunceli,2303,2649,3195,13487,5136,4139,3384,2432,2046,1834,1422,2475,1110,909,1259,1176,549,170,34,2128,2582,2837,3114,3578,2961,2747,2345,2121,2024,1667,2371,1439,1138,1122,1208,830,353,175
2008,Uşak,11690,13824,13075,12605,14483,13253,12865,11943,11422,9851,7818,12576,5701,4884,3873,3565,1475,499,104,10958,12858,12541,14155,14037,13312,12590,11860,11558,9957,7949,11866,6621,5933,4757,4683,2048,715,207
2008,Van,68793,69748,59923,53296,45056,32403,28463,22998,18246,13067,9280,75191,6869,5364,3538,2681,1090,441,78,64983,65384,56036,44976,43274,29496,25955,20180,17248,14293,10669,71918,8257,5874,3766,3104,1610,621,200
2008,Yalova,6379,8073,8006,8366,8379,7873,7649,7130,6978,6235,4981,7269,3687,2984,2233,1756,767,230,62,6096,7658,7625,7250,8264,7993,7794,7298,6889,6168,4974,6861,3956,3247,2496,2109,1170,394,133
2008,Yozgat,20324,24603,24633,20874,20002,17068,15776,15056,13402,11860,10370,22122,7908,6322,4269,5062,1893,374,100,19173,23905,23337,19769,18728,16724,16007,15124,13409,11740,11043,21300,9555,7657,5546,5392,2673,811,295
2008,Zonguldak,21398,23492,24668,25390,28100,25474,22596,20893,22068,20113,16344,22920,10345,7634,5691,5319,2010,455,87,20329,22868,24393,26361,27185,25098,23808,23068,23270,20612,15632,21627,11456,9197,7183,7223,3610,933,301
2008,Çanakkale,12910,15769,16411,26505,19690,17892,17450,17824,17514,16328,14134,13942,10780,8486,6921,5701,3082,964,168,12230,14802,15474,17493,17887,16878,17437,17156,17349,16049,13679,13060,11312,9717,8165,7295,4471,1471,395
2008,Çankırı,6068,6871,7349,7719,7010,5937,5877,5621,5248,5064,4354,6376,3714,3670,2780,2602,1285,293,76,5747,6589,6847,6379,6325,6042,5844,5651,5414,5211,4838,6194,4380,4252,3237,3041,1569,452,167
2008,Çorum,19994,24624,24142,20196,21839,19419,18961,17568,16454,14843,12886,21913,10561,9336,6988,6880,2651,691,161,18828,23426,23555,21073,21201,19690,19090,17017,17039,15277,14253,21151,12275,10565,8037,7201,4023,1169,467
2008,İstanbul,519897,542326,528494,543113,681783,622984,549370,462837,399234,324258,238788,532384,162783,109402,72779,58118,27335,8553,2334,490887,509032,490394,564421,668937,600000,528918,444043,385933,320735,240985,501318,177631,131111,94785,83019,52262,18928,7053
2008,İzmir,126250,144209,148690,163890,177242,165504,151037,139916,134545,119067,94980,130240,70560,49637,36008,27242,13666,4195,914,119344,135586,140818,154666,173342,163321,152885,140209,133313,118365,95900,122652,73816,55498,45163,37930,24373,8131,2874
2008,Şanlıurfa,117831,106279,89767,67002,64062,50912,42443,35569,27482,20180,15709,117998,11481,8983,5730,4450,1682,462,256,110968,100010,86148,73879,66610,51218,41876,33909,28912,20741,17358,112184,13753,10789,7235,5572,3001,1121,662
2008,Şırnak,33611,29879,24158,33546,20096,13183,10193,7664,5616,4213,3019,33724,2272,2131,1450,933,384,141,48,31735,27722,22809,17713,18804,12968,9542,7116,4884,4351,3733,32088,2897,2174,1546,1497,887,344,216
2009,Adana,96097,100030,97687,82750,91922,83749,77186,66425,63790,53909,42181,94444,30528,19057,12966,10693,4533,1371,322,91046,95221,93174,88279,90371,83893,78431,66053,64323,52577,42086,89514,32813,22115,17043,13629,7903,2986,1129
2009,Adıyaman,31953,34191,33374,26685,25720,21399,19302,15526,13470,10410,8638,31612,6696,5228,3808,4108,1588,398,107,30584,32695,32106,28204,25926,21678,19332,14025,12820,10509,9579,29866,8394,6065,4719,3594,2435,1176,555
2009,Afyonkarahisar,28976,31432,30264,29483,29970,25662,24023,22426,21826,19114,15552,29414,12188,9389,7801,6860,2930,733,151,27455,30041,29109,31305,28288,25782,24567,21954,22528,19057,16157,28042,13717,11262,9694,8123,4495,1186,370
2009,Aksaray,17966,19221,17482,17015,16760,15248,13917,11024,9968,8354,6421,17613,6006,3841,2990,2424,978,305,100,16901,18463,16684,16621,15835,15013,14304,10911,10620,8798,6951,16908,7278,4751,4055,2728,1555,652,246
2009,Amasya,10972,13535,13483,13976,12672,11378,11179,10640,10668,9465,8089,11908,7314,5293,4569,4401,1617,386,101,10192,12898,13093,12218,12067,11486,11552,10566,11186,9443,8428,11313,8019,6455,5529,4606,2530,791,250
2009,Ankara,177426,186050,181146,216959,218455,204785,189071,169963,161939,133226,100094,175716,73549,49591,33080,28768,13508,4283,1024,166916,176021,175703,202852,218772,206191,193832,171617,164264,132308,101871,166756,80799,57702,44795,37042,22984,8831,2913
2009,Antalya,78009,82439,77031,70078,89297,90419,86768,74064,68400,53309,40694,77014,29851,21697,15005,12092,5406,1581,400,74252,77314,71825,73744,87005,85716,83200,69288,64994,51270,39094,72869,30612,22415,16571,13992,8291,2671,1052
2009,Ardahan,4439,5575,5295,6113,4805,3996,3975,2909,2721,2598,2033,4811,1983,1717,1251,1098,499,251,24,4296,5289,5099,4014,4041,3478,3509,2639,2791,2398,2118,4548,2238,2082,1342,1190,660,273,71
2009,Artvin,5065,6548,6797,6621,6574,5859,6209,5858,5815,5042,3955,5630,3354,3015,2403,2714,1145,434,101,4862,6191,6501,5848,6045,5462,6088,5446,5425,5057,4106,5347,4153,3677,2828,2827,1726,615,237
2009,Aydın,33328,38880,39690,37847,40375,37489,36016,34737,35596,32746,25577,34302,20329,14720,12134,9816,4699,1294,282,31370,37158,38035,37617,37717,36621,35786,33605,34828,32027,25530,32727,21455,16301,14502,12992,7816,2352,859
2009,Ağrı,35973,38057,32173,29679,24705,16664,16425,10387,10763,7278,5537,39798,4308,3172,2251,1780,595,403,52,33815,35557,29432,23182,21875,14669,14539,8413,9595,7097,6402,37875,5080,3710,2737,1959,1068,531,129
2009,Balıkesir,33330,42801,43359,46401,43496,42202,42127,41603,42124,38680,32900,36180,26437,21012,16490,12635,6556,1990,341,31574,40371,40740,39750,41061,41690,42945,42215,42811,38687,32919,34243,27819,23152,19346,15957,9803,3361,977
2009,Bartın,5960,6933,7276,7339,7774,7156,6737,5956,5995,6108,5387,6490,4401,3232,2155,2424,1179,255,51,5622,6919,7307,7151,7512,7101,6951,6434,6639,6303,5317,6189,4709,3590,2678,2958,1655,463,143
2009,Batman,34337,34909,30553,21026,20132,17157,15086,11001,8798,6125,4668,35744,3307,2758,2149,1745,749,284,84,32724,33475,28983,21442,21040,17256,14128,9874,7978,6004,5346,34179,4706,3246,2641,2062,1369,619,314
2009,Bayburt,3163,3715,3899,4292,3234,2746,2496,2243,1935,1691,1310,3283,1066,936,731,876,387,114,13,3053,3605,3602,3301,2799,2343,2644,1997,1949,1705,1366,3106,1277,1115,997,836,656,176,53
2009,Bilecik,6624,7342,7758,14933,9656,8096,7667,7132,6893,6000,4448,7016,3376,2862,2451,2100,1160,359,56,6315,6928,7158,7691,7884,7410,7369,6779,6634,5572,4422,6478,3795,3556,3108,2756,1683,449,145
2009,Bingöl,13211,14398,13696,16047,12585,9859,8913,6481,5594,4263,3054,13366,2561,2131,1691,1529,633,327,36,12756,13927,13725,12552,11898,9554,8817,5746,5440,4283,3572,12692,3164,2383,1793,1528,919,473,148
2009,Bitlis,21838,22400,19682,17348,14492,10492,10206,7535,6710,4648,3414,22542,2555,2208,1437,1250,470,223,42,20339,21009,18193,15015,13479,9716,9389,5892,5694,4456,3929,21449,3422,2365,1661,1355,958,502,174
2009,Bolu,8826,9769,10789,12750,11437,10632,10131,8827,8754,8098,6668,9071,5624,4610,3418,3430,1775,499,119,8411,9561,10036,11334,11128,10286,10090,8909,9016,8255,6981,8556,6270,5394,4229,4209,2584,841,228
2009,Burdur,7931,9256,9098,11958,9690,9112,8951,8679,9038,7990,6735,8560,5333,3970,3729,3482,1687,494,132,7538,9056,8895,9179,8525,8617,8875,8449,9127,8247,7209,8016,6254,5016,4494,4439,2657,807,325
2009,Bursa,99049,104519,102371,94762,120439,113241,105014,92200,86074,75165,58147,98358,43345,30453,22035,17133,7979,2679,528,93584,98723,97635,106145,118935,109977,103579,89299,85787,73382,57666,91923,46302,34659,27508,22914,13161,4562,1413
2009,Denizli,34488,38067,36338,35141,41721,40318,36309,34049,31970,26953,21632,35101,16308,11656,9521,8158,3660,1198,326,32775,36159,34702,37273,39801,38534,35075,32550,31670,26315,21311,33211,18557,13880,12026,10798,6168,1848,795
2009,Diyarbakır,95927,95982,88665,78287,68135,56227,48232,35304,29585,20368,16285,97550,11890,9684,6560,5893,2209,911,232,90683,91605,84182,70820,68095,54796,46492,33364,28400,19986,17743,92661,14993,10731,8622,7450,4027,1746,689
2009,Düzce,13188,14523,14292,13022,14429,14096,13048,11466,11097,9894,7145,13700,6099,4190,3150,2681,1266,319,91,12684,13803,13385,13434,14234,13472,13030,10843,11201,9613,7119,13282,6350,4789,3972,3267,2092,666,224
2009,Edirne,10638,13192,14481,21338,15870,15222,14015,14673,15682,15080,12505,11086,9038,5940,5363,4230,2258,719,120,10118,12362,14050,14921,14363,14077,14016,14477,15635,14356,11607,10449,9197,6710,6773,5805,3548,1175,374
2009,Elazığ,23171,26312,26031,27399,23974,20442,19397,16744,15648,13424,10142,23881,7973,6243,4702,5091,1763,739,136,21646,25162,24792,24986,24556,21685,21866,16919,16876,13695,10824,22652,9360,7022,5623,4801,3116,1354,520
2009,Erzincan,7734,9400,9451,13446,9182,8260,7891,6716,6037,5265,4297,8490,3649,2807,2257,2522,1115,352,49,7385,9088,9167,8879,8619,7590,7611,6346,6128,5188,4171,7965,4212,3644,2764,2722,1929,701,259
2009,Erzurum,38232,42469,38988,41044,33838,27815,26145,20228,18747,14898,11533,41453,10601,8335,6462,5757,2260,848,108,36198,40377,37841,38455,33392,26633,25660,18681,19348,15210,12484,39841,12235,9697,7110,6104,3552,1179,449
2009,Eskişehir,22806,27036,29485,36767,33555,29896,28479,27180,27301,23517,19416,23914,15006,11281,8632,6435,3199,902,183,21735,25787,28345,36113,31536,30023,29474,28231,28045,23356,19432,22609,16546,13105,10737,8414,4897,1548,504
2009,Gaziantep,106273,95197,80942,67429,73963,67272,57400,44997,39331,28881,23152,98014,18218,12267,8055,6446,3022,808,244,101499,90442,76418,73363,73004,64911,55711,41637,38155,28581,23415,93527,19535,14132,11129,8283,4795,2214,1008
2009,Giresun,13095,17646,18835,17053,15346,14111,14280,14108,14535,13732,10337,15164,7836,6855,6383,6921,2537,442,139,12414,16930,18058,16531,14679,13587,14225,13284,14017,13170,10310,14434,9373,8443,8250,7715,5052,1483,550
2009,Gümüşhane,4772,6068,6473,6352,5407,4729,4476,4230,4094,3363,2475,5241,2023,1858,1583,1790,770,149,21,4594,5925,6218,5644,4941,4133,4502,3793,3833,3202,2606,4899,2595,2272,1937,1868,1457,513,170
2009,Hakkari,16390,17099,15365,21482,13798,9081,6787,4735,4307,2844,1828,17807,1434,1180,769,553,248,133,44,15652,16514,14433,11337,11935,8533,6093,4309,4081,3021,2346,16969,1758,1138,923,810,646,262,117
2009,Hatay,75340,73862,64825,70791,63042,56001,53207,46434,42725,33810,25328,73112,18486,10007,11787,9001,3810,1196,399,71575,70018,61546,59487,61660,56483,55336,44900,42596,33523,25603,69848,19839,11911,12318,9971,5243,2433,965
2009,Isparta,14457,15541,17452,27885,18455,15756,14741,13398,13569,12363,10480,14550,7897,5820,4597,4739,2323,598,167,13488,14889,16197,18715,16054,15268,14797,13707,13962,12809,10677,13540,8799,6795,5766,5646,3568,971,360
2009,Iğdır,9980,11371,10175,9742,8575,6566,6148,4612,4282,3416,2595,11142,2011,1287,1068,964,418,228,31,9348,11018,9428,7807,7652,5871,5708,4093,4218,3267,2908,10483,2161,1411,1276,1158,653,296,119
2009,Kahramanmaraş,57346,54869,50234,42587,48040,41555,37133,29104,27543,21998,16818,55882,14196,10800,6805,7194,3098,955,244,53537,52006,47492,45181,45532,38653,36377,27456,25650,20312,17235,52943,14743,11157,8907,6626,4381,1987,915
2009,Karabük,6912,8277,8943,9795,8622,7841,8073,7638,7356,6865,6094,7349,4962,3804,2440,2960,1097,293,68,6396,7664,8165,7680,8050,8345,8297,7855,7755,7136,6046,6917,5309,4378,3257,3319,1879,559,168
2009,Karaman,9683,11042,10334,9400,9782,8622,8600,7530,6912,5696,4667,9952,3651,2796,2457,2308,1207,327,103,9320,10784,9994,10149,9255,8622,8483,7449,7087,5809,4834,9518,4252,3335,3020,2647,1588,471,186
2009,Kars,15931,17073,15801,18531,14341,11216,10771,8143,7629,5981,4218,16788,4104,3134,2241,2073,884,457,95,15272,16204,14692,13325,12850,9928,9748,6964,7277,5765,4399,15745,4567,3535,2668,2255,1282,471,178
2009,Kastamonu,11303,12850,13827,13445,14038,12577,11594,10629,11623,11254,9591,11801,9111,7940,5423,6540,2717,721,168,10679,12364,13157,13575,13607,11938,11753,10424,11794,11431,10153,11434,10591,9481,6915,7423,4327,1279,346
2009,Kayseri,57301,56296,52092,53417,56342,49881,45399,38721,35621,30914,23678,54842,18072,12748,8295,9026,3320,855,202,54160,54057,50159,51153,53537,47800,44798,37594,35696,29590,23150,52173,20328,15058,11456,9962,5367,2083,729
